Date,Rank,Movie Title,Weekly Gross,Cumulative Gross,Genre,Original Language,Director,Release Date,Total Gross,Runtime,Distributor,Prod Co.
2020/8/14,-,Made in Italy,"$29,533","$81,865","Comedy, Drama",English (United Kingdom),James D'Arcy,"Aug 7, 2020",$101.1K,1h 34m,IFC Films,"CrossDay Productions Ltd., Indiana Production Company"
2020/8/14,-,Spree,"$28,771","$28,771","Crime, Drama",English,Tommy Lee Wallace,,,1h 38m,,
2020/8/14,-,The Burnt Orange Heresy,"$19,805","$100,686",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/8/14,-,Sputnik,"$14,157","$14,177",Comedy,French (Canada),Jean Dréville,,,1h 25m,,Filmsonor
2020/8/14,-,Juvenile Delinquents,"$11,712","$27,772",Drama,English,Neil Goss,,$34.3K,1h 58m,,"Big Bull Productions, Buffalo 8 Productions"
2020/8/14,-,Relic,"$9,592","$1,043,478","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",$1.0M,1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia"
2020/8/14,-,The Gentlemen,"$7,134","$36,366,483","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/8/14,-,The Outpost,"$5,717","$182,580",Drama,Romanian,Peter Gothar,,,1h 24m,,
2020/8/14,-,I Still Believe,"$5,122","$10,365,009","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/8/14,-,Summerland,"$3,448","$53,732",Comedy,Icelandic,Grímur Hákonarson,,,1h 25m,,
2020/8/14,-,The Wretched,"$2,303","$1,808,195",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/8/14,-,The Bay of Silence,"$1,941","$1,941",Mystery & thriller,English (United Kingdom),Paula van der Oest,,,1h 20m,,"Imperative Entertainment, So What Pictures"
2020/8/21,1,Unhinged,"$5,236,599","$6,238,200","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/8/21,2,The SpongeBob Movie: Sponge on the Run,"$1,037,600","$2,544,601","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/8/21,3,Words on Bathroom Walls,"$630,245","$630,245","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/8/21,4,Cut Throat City,"$345,872","$346,191","Crime, Drama, Mystery & thriller",English,RZA,"Aug 21, 2020",$855.9K,2h 3m,Well Go USA,
2020/8/21,5,Train to Busan Presents: Peninsula,"$313,300","$649,302","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/8/21,6,The Tax Collector,"$181,949","$873,485","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",$942.7K,1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures"
2020/8/21,7,The Rental,"$120,810","$1,537,764","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,,1h 35m,,3 Roses Entertainment
2020/8/21,8,Tulsa,"$113,253","$113,253",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/8/21,9,The Gentlemen,"$105,313","$36,471,796","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/8/21,-,Tesla,"$60,591","$60,591","Biography, History, Drama",English,Michael Almereyda,"Aug 21, 2020",$93.0K,1h 42m,IFC Films,"Intrinsic Value Films, Passage Pictures, Campbell Grobman Films, RNG Entertainment, Jeff Rice Films"
2020/8/21,-,The Burnt Orange Heresy,"$36,990","$137,676",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/8/21,-,The Silencing,"$30,514","$100,746",Mystery & thriller,English,Robin Pront,"Aug 14, 2020",$93.8K,1h 33m,Saban Films,"Wildling Pictures, Anova Pictures, Silencing Canada Productions, Madrona Drive"
2020/8/21,-,I Still Believe,"$25,546","$10,390,555","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/8/21,-,Made in Italy,"$9,291","$91,156","Comedy, Drama",English (United Kingdom),James D'Arcy,"Aug 7, 2020",$101.1K,1h 34m,IFC Films,"CrossDay Productions Ltd., Indiana Production Company"
2020/8/21,-,Murder in the Woods,"$4,923","$79,218","Horror, Mystery & thriller",English,Luis Iga,"Aug 14, 2020",,1h 30m,Rezinate Entertainment,Rezinate Entertainment
2020/8/21,-,Sputnik,"$3,519","$17,696",Comedy,French (Canada),Jean Dréville,,,1h 25m,,Filmsonor
2020/8/21,-,The Wretched,"$2,967","$1,811,162",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/8/21,-,The Outpost,"$1,855","$184,435",Drama,Romanian,Peter Gothar,,,1h 24m,,
2020/8/21,-,Summerland,"$1,680","$55,891",Comedy,Icelandic,Grímur Hákonarson,,,1h 25m,,
2020/8/21,-,Relic,"$1,566","$1,045,044","Horror, Drama",English,Natalie Erika James,"Jul 10, 2020",$1.0M,1h 29m,IFC Midnight,"Nine Stories Productions, AGBO, Film Victoria, Carver Films, Screen Australia"
2020/8/28,1,The New Mutants,"$8,752,627","$8,752,627","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/8/28,2,Unhinged,"$3,393,008","$9,631,208","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/8/28,3,Bill & Ted Face the Music,"$1,494,464","$1,494,464","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",$3.4M,1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment"
2020/8/28,4,The Personal History of David Copperfield,"$663,473","$663,473","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",$1.9M,1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment"
2020/8/28,5,The SpongeBob Movie: Sponge on the Run,"$652,939","$3,197,540","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/8/28,6,Words on Bathroom Walls,"$629,293","$1,259,538","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/8/28,7,Cut Throat City,"$215,761","$561,952","Crime, Drama, Mystery & thriller",English,RZA,"Aug 21, 2020",$855.9K,2h 3m,Well Go USA,
2020/8/28,8,Train to Busan Presents: Peninsula,"$141,798","$791,100","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/8/28,9,The Tax Collector,"$98,822","$972,307","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",$942.7K,1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures"
2020/8/28,10,Tulsa,"$62,769","$176,022",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/8/28,11,The Rental,"$28,561","$1,566,325","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,,1h 35m,,3 Roses Entertainment
2020/8/28,12,Tesla,"$20,820","$81,411","Biography, History, Drama",English,Michael Almereyda,"Aug 21, 2020",$93.0K,1h 42m,IFC Films,"Intrinsic Value Films, Passage Pictures, Campbell Grobman Films, RNG Entertainment, Jeff Rice Films"
2020/8/28,13,I Still Believe,"$18,115","$10,408,670","Biography, Drama, Romance, Music",English,"Jon Erwin, Andrew Erwin","Mar 13, 2020",$9.1M,1h 55m,Lionsgate Films,Kevin Downes
2020/8/28,14,Centigrade,"$9,705","$9,705","Mystery & thriller, Drama",English,Brendan Walsh,"Aug 28, 2020",$13.3K,2h 7m,IFC Midnight,Manhattan Productions
2020/8/28,15,Murder in the Woods,"$6,068","$85,286","Horror, Mystery & thriller",English,Luis Iga,"Aug 14, 2020",,1h 30m,Rezinate Entertainment,Rezinate Entertainment
2020/8/28,16,Made in Italy,"$4,732","$95,888","Comedy, Drama",English (United Kingdom),James D'Arcy,"Aug 7, 2020",$101.1K,1h 34m,IFC Films,"CrossDay Productions Ltd., Indiana Production Company"
2020/8/28,17,The Wretched,"$4,278","$1,815,440",Drama,Hindi,Shlok Sharma,,,2h 18m,,
2020/8/28,18,I Propose We Never See Each Other Again After T…,"$3,662","$9,341","Romance, Comedy",English,Sean Garrity,,,1h 42m,,Bedbugs Films
2020/8/28,19,The Burnt Orange Heresy,"$2,472","$140,148",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/8/28,20,The Outpost,"$2,199","$186,634",Drama,Romanian,Peter Gothar,,,1h 24m,,
2020/9/4,1,Tenet,"$22,493,137","$22,493,137","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",$58.1M,2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures"
2020/9/4,-,The New Mutants,"$4,487,741","$13,240,368","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/9/4,-,Unhinged,"$2,695,348","$12,326,556","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/9/4,-,Bill & Ted Face the Music,"$1,020,172","$2,514,636","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",$3.4M,1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment"
2020/9/4,-,The Personal History of David Copperfield,"$547,571","$1,211,044","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",$1.9M,1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment"
2020/9/4,-,The SpongeBob Movie: Sponge on the Run,"$540,776","$3,738,316","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/9/4,-,Words on Bathroom Walls,"$451,998","$1,711,536","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/9/4,-,Train to Busan Presents: Peninsula,"$100,250","$891,350","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/9/4,-,Cut Throat City,"$92,831","$654,783","Crime, Drama, Mystery & thriller",English,RZA,"Aug 21, 2020",$855.9K,2h 3m,Well Go USA,
2020/9/4,-,Tulsa,"$40,811","$216,833",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/9/4,-,The Rental,"$31,606","$1,600,409","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,,1h 35m,,3 Roses Entertainment
2020/9/4,-,My Brothers’ Crossing,"$29,164","$29,164",Drama,English,Ricky Borba,"Sep 3, 2020",$59.1K,1h 38m,Atlas Distribution Company,Owlam Studios
2020/9/4,-,The Tax Collector,"$25,617","$997,924","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",$942.7K,1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures"
2020/9/4,-,I Propose We Never See Each Other Again After T…,"$4,907","$14,248","Romance, Comedy",English,Sean Garrity,,,1h 42m,,Bedbugs Films
2020/9/4,-,Tesla,"$4,518","$85,929","Biography, History, Drama",English,Michael Almereyda,"Aug 21, 2020",$93.0K,1h 42m,IFC Films,"Intrinsic Value Films, Passage Pictures, Campbell Grobman Films, RNG Entertainment, Jeff Rice Films"
2020/9/4,-,Murder in the Woods,"$2,542","$87,828","Horror, Mystery & thriller",English,Luis Iga,"Aug 14, 2020",,1h 30m,Rezinate Entertainment,Rezinate Entertainment
2020/9/4,-,Made in Italy,"$2,462","$98,350","Comedy, Drama",English (United Kingdom),James D'Arcy,"Aug 7, 2020",$101.1K,1h 34m,IFC Films,"CrossDay Productions Ltd., Indiana Production Company"
2020/9/4,-,Centigrade,"$2,061","$11,766","Mystery & thriller, Drama",English,Brendan Walsh,"Aug 28, 2020",$13.3K,2h 7m,IFC Midnight,Manhattan Productions
2020/9/4,-,The Burnt Orange Heresy,"$1,843","$141,991",Mystery & thriller,English,Giuseppe Capotondi,"Mar 6, 2020",$143.8K,1h 39m,Sony Pictures Classics,"Indiana Production Company, Rumble Films"
2020/9/4,-,Sex and the Future,"$1,736","$5,305",Comedy,English,"Luis Carlos Hueck, Ethan Zvi Kaplan","Jun 5, 2020",$5.7K,1h 20m,Indican Pictures,Don Kap Productions
2020/9/11,1,Tenet,"$9,040,337","$31,533,474","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",$58.1M,2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures"
2020/9/11,-,The New Mutants,"$2,869,221","$16,109,589","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/9/11,-,Unhinged,"$2,087,357","$14,413,913","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/9/11,-,The Broken Hearts Gallery,"$1,606,894","$1,606,894","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",$4.1M,1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions"
2020/9/11,-,Bill & Ted Face the Music,"$413,813","$2,928,449","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",$3.4M,1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment"
2020/9/11,-,Words on Bathroom Walls,"$330,635","$2,042,171","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/9/11,-,The Personal History of David Copperfield,"$295,132","$1,506,176","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",$1.9M,1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment"
2020/9/11,-,The SpongeBob Movie: Sponge on the Run,"$292,787","$4,031,103","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/9/11,-,Train to Busan Presents: Peninsula,"$83,859","$975,209","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/9/11,-,Cut Throat City,"$61,602","$716,385","Crime, Drama, Mystery & thriller",English,RZA,"Aug 21, 2020",$855.9K,2h 3m,Well Go USA,
2020/9/11,-,Tulsa,"$35,898","$252,731",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/9/11,-,Rent-A-Pal,"$24,148","$24,148",Mystery & thriller,English,Jon Stevenson,"Sep 11, 2020",$29.6K,1h 48m,IFC Midnight,Pretty People Pictures
2020/9/11,-,The Secrets We Keep,"$23,967","$23,967",Mystery & thriller,English,Yuval Adler,"Sep 16, 2020",$207.9K,1h 38m,Bleecker Street,"Fibonacci Films, AGC Studios, Echo Lake Entertainment, Di Bonaventura Pictures, Kirkhaus Films"
2020/9/11,-,The Rental,"$21,637","$1,622,046","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,,1h 35m,,3 Roses Entertainment
2020/9/11,-,My Brothers’ Crossing,"$14,547","$43,711",Drama,English,Ricky Borba,"Sep 3, 2020",$59.1K,1h 38m,Atlas Distribution Company,Owlam Studios
2020/9/11,-,The Tax Collector,"$12,711","$1,010,635","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",$942.7K,1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures"
2020/9/11,-,Centigrade,"$4,497","$16,263","Mystery & thriller, Drama",English,Brendan Walsh,"Aug 28, 2020",$13.3K,2h 7m,IFC Midnight,Manhattan Productions
2020/9/11,-,Tesla,"$4,344","$90,273","Biography, History, Drama",English,Michael Almereyda,"Aug 21, 2020",$93.0K,1h 42m,IFC Films,"Intrinsic Value Films, Passage Pictures, Campbell Grobman Films, RNG Entertainment, Jeff Rice Films"
2020/9/11,-,I Propose We Never See Each Other Again After T…,"$1,998","$16,246","Romance, Comedy",English,Sean Garrity,,,1h 42m,,Bedbugs Films
2020/9/11,-,Find Your Voice,"$1,437","$1,437","Comedy, Music",English (Australia),Chris Herd,,$5.9K,1h 39m,,"Shorething Films, The Steve Jaggi Company"
2020/9/18,1,Tenet,"$6,319,952","$37,853,426","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",$58.1M,2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures"
2020/9/18,-,The New Mutants,"$2,202,569","$18,312,158","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/9/18,-,Infidel,"$1,929,599","$1,929,599",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",$4.0M,1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media"
2020/9/18,-,Unhinged,"$1,775,634","$16,189,547","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/9/18,-,The Broken Hearts Gallery,"$1,161,529","$2,768,423","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",$4.1M,1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions"
2020/9/18,-,Bill & Ted Face the Music,"$267,261","$3,195,710","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",$3.4M,1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment"
2020/9/18,-,The SpongeBob Movie: Sponge on the Run,"$262,277","$4,293,380","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/9/18,-,Words on Bathroom Walls,"$221,648","$2,263,819","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/9/18,-,The Personal History of David Copperfield,"$219,841","$1,726,017","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",$1.9M,1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment"
2020/9/18,-,Alone,"$215,555","$215,555","Horror, Mystery & thriller",English,"Parkpoom Wongpoom, Banjong Pisanthanakun",,,,,
2020/9/18,-,The Secrets We Keep,"$143,415","$167,382",Mystery & thriller,English,Yuval Adler,"Sep 16, 2020",$207.9K,1h 38m,Bleecker Street,"Fibonacci Films, AGC Studios, Echo Lake Entertainment, Di Bonaventura Pictures, Kirkhaus Films"
2020/9/18,-,No Escape,"$100,512","$100,512","Action, Adventure, Sci-fi",English,Martin Campbell,,$14.2M,1h 58m,,Columbia Pictures Corporation
2020/9/18,-,Train to Busan Presents: Peninsula,"$89,826","$1,065,035","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/9/18,-,The Nest,"$89,206","$89,206",Drama,Italian,Klaudia Reynicke-Candeloro,,,1h 20m,,
2020/9/18,-,Tulsa,"$54,337","$307,068",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/9/18,-,Cut Throat City,"$42,754","$759,139","Crime, Drama, Mystery & thriller",English,RZA,"Aug 21, 2020",$855.9K,2h 3m,Well Go USA,
2020/9/18,-,The Way I See it,"$36,605","$36,605",Adventure,English,"Steve Winter, Murray Wais, Scott Gaffney",,,1h 16m,,Matchstick Productions
2020/9/18,-,The Tax Collector,"$9,032","$1,019,667","Mystery & thriller, Crime, Drama",English,David Ayer,"Aug 7, 2020",$942.7K,1h 35m,RLJE Films,"Kodiak Pictures, Cedar Creek Productions, Faster Horse Pictures, Cross Creek Pictures"
2020/9/18,-,The Rental,"$7,464","$1,629,510","Horror, Comedy",English,"Mike Campbell, Todd Johnson",,,1h 35m,,3 Roses Entertainment
2020/9/18,-,My Brothers’ Crossing,"$7,326","$51,037",Drama,English,Ricky Borba,"Sep 3, 2020",$59.1K,1h 38m,Atlas Distribution Company,Owlam Studios
2020/9/25,1,Tenet,"$4,630,091","$42,483,517","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",$58.1M,2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures"
2020/9/25,-,The New Mutants,"$1,601,903","$19,914,061","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/9/25,-,Unhinged,"$1,343,107","$17,532,654","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/9/25,-,Infidel,"$1,042,366","$2,971,965",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",$4.0M,1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media"
2020/9/25,-,The Broken Hearts Gallery,"$689,978","$3,458,401","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",$4.1M,1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions"
2020/9/25,-,Shortcut,"$442,975","$442,975","Horror, Mystery & thriller",English,Alessio Liguori,"Sep 25, 2020",$758.2K,1h 20m,Gravitas Ventures,"Sternenberg Films , Camaleo, Play Entertainment, Mad Rocket Entertainment"
2020/9/25,-,The Last Shift,"$364,337","$364,337","Comedy, Drama",English,Andrew Cohn,"Sep 25, 2020",$790.0K,1h 30m,"Stage 6, Sony Pictures Entertainment","Bona Fide Productions, Whitewater Films, Pak Pictures"
2020/9/25,-,Kajillionaire,"$304,440","$304,440","Comedy, Drama",English,Miranda July,"Sep 25, 2020",$524.0K,1h 44m,Focus Features,"Plan B Entertainment, Annapurna Pictures"
2020/9/25,-,Ava,"$219,370","$219,370","Comedy, Drama",French (France),Léa Mysius,,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions"
2020/9/25,-,The SpongeBob Movie: Sponge on the Run,"$177,536","$4,470,916","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,$4.5M,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios"
2020/9/25,-,Alone,"$137,386","$352,941","Horror, Mystery & thriller",English,"Parkpoom Wongpoom, Banjong Pisanthanakun",,,,,
2020/9/25,-,Words on Bathroom Walls,"$124,628","$2,388,447","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",$2.5M,1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment
2020/9/25,-,Bill & Ted Face the Music,"$109,701","$3,305,411","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",$3.4M,1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment"
2020/9/25,-,The Personal History of David Copperfield,"$85,153","$1,811,170","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",$1.9M,1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment"
2020/9/25,-,On the Basis of Sex,"$82,150","$24,704,837","Biography, History, Drama",English,Mimi Leder,"Jan 11, 2019",$24.7M,2h 0m,Focus Features,"Participant Media, Alibaba Pictures Group"
2020/9/25,-,Train to Busan Presents: Peninsula,"$60,947","$1,125,982","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",$1.2M,1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World"
2020/9/25,-,The Secrets We Keep,"$59,704","$227,086",Mystery & thriller,English,Yuval Adler,"Sep 16, 2020",$207.9K,1h 38m,Bleecker Street,"Fibonacci Films, AGC Studios, Echo Lake Entertainment, Di Bonaventura Pictures, Kirkhaus Films"
2020/9/25,-,Tulsa,"$50,689","$357,757",Action,English,Stuart Heisler,"May 26, 1949",,1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc."
2020/9/25,-,The Nest,"$39,771","$129,213",Drama,Italian,Klaudia Reynicke-Candeloro,,,1h 20m,,
2020/9/25,-,No Escape,"$33,613","$134,125","Action, Adventure, Sci-fi",English,Martin Campbell,,$14.2M,1h 58m,,Columbia Pictures Corporation
2020/10/2,1,Tenet,"$3,719,990","$46,203,507","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",$58.1M,2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures"
2020/10/2,-,The New Mutants,"$1,392,000","$21,306,061","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",$23.9M,1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre"
2020/10/2,-,Unhinged,"$1,160,731","$18,693,385","Horror, Mystery & thriller",English,Don Gronquist,,,1h 19m,,
2020/10/2,-,Infidel,"$642,424","$3,614,389",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",$4.0M,1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media"
2020/10/2,-,The Broken Hearts Gallery,"$398,935","$3,857,336","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",$4.1M,1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions"
2020/10/2,-,Possessor,"$366,355","$366,355","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,$745.8K,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films"
