Date,Rank,Movie Title,Weekly Gross,Cumulative Gross,Genre,Original Language,Director,Release Date,Total Gross,Runtime,Distributor,Prod Co.
2020/1/17,18,The Grudge,"$1,315,023","$20,447,664","Horror, Mystery & thriller",English,Takashi Shimizu,"Oct 22, 2004",$110.2M,1h 30m,Sony Pictures Entertainment,"Senator International, Ghost House Pictures"
2020/1/17,19,Bombshell,"$1,012,510","$29,677,418",Sci-fi,English,Paul Wynne,,,1h 36m,,
2020/1/17,20,Once Upon a Time…in Hollywood,"$555,802","$141,713,823","Comedy, Drama",English,Quentin Tarantino,"Jul 26, 2019",$142.4M,2h 39m,"Sony Pictures Entertainment, Columbia Pictures","Columbia Pictures, Bona Film Group, Heyday Films"
2020/1/24,1,Bad Boys For Life,"$43,732,366","$130,376,531","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/1/24,2,1917,"$21,503,080","$109,586,389","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/1/24,3,Dolittle,"$15,334,090","$47,518,820","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/1/24,4,The Gentlemen,"$14,431,089","$14,431,089","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/1/24,5,Jumanji: The Next Level,"$9,671,353","$285,217,153","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/1/24,6,The Turning,"$8,655,440","$8,655,440",Drama,English,"Jonathan auf der Heide, Tony Ayres, Robert Connolly, Jub Clerc",,,3h 0m,,"Arenamedia, Screen Australia"
2020/1/24,7,Star Wars: The Rise of Skywalker,"$7,452,881","$503,863,021","Sci-fi, Adventure, Action, Fantasy",English,J.J. Abrams,"Dec 20, 2019",$515.2M,2h 22m,Walt Disney,"Lucasfilm Ltd., Bad Robot"
2020/1/24,8,Little Women,"$6,728,231","$95,755,632","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/1/24,9,Just Mercy,"$5,618,027","$28,641,409",Drama,English,Destin Daniel Cretton,"Jan 10, 2020",$36.0M,2h 16m,Warner Bros. Pictures,Netter Productions
2020/1/24,10,Knives Out,"$4,768,842","$152,984,764","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/1/24,11,Frozen II,"$3,373,802","$470,637,370","Kids & family, Musical, Comedy, Adventure, Animation",English,"Chris Buck, Jennifer Lee","Nov 22, 2019",$477.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Walt Disney Animation"
2020/1/24,12,Parasite,"$2,830,271","$31,769,276","Horror, Sci-fi",English,,,,1h 30m,,
2020/1/24,13,Spies in Disguise,"$2,150,385","$62,410,126","Kids & family, Comedy, Adventure, Action, Animation",English,"Troy Quane, Nick Bruno","Dec 25, 2019",$66.7M,1h 42m,20th Century Fox,"Twentieth Century Fox Animation, Chernin Entertainment, Blue Sky Studios"
2020/1/24,14,Like a Boss,"$2,059,417","$21,056,446",Comedy,English,Miguel Arteta,"Jan 10, 2020",$22.1M,1h 23m,Paramount Pictures,Artists First
2020/1/24,15,Jojo Rabbit,"$2,053,774","$26,628,411","Comedy, Drama",English,Taika Waititi,"Nov 8, 2019",$33.4M,1h 48m,Fox Searchlight,Unison Films
2020/1/24,16,Underwater,"$1,647,822","$16,358,806","Drama, Adventure",English,John Sturges,,,1h 37m,,RKO Radio Pictures Inc.
2020/1/24,17,The Last Full Measure,"$1,565,443","$1,565,443","War, Drama",English,Todd Robinson,"Jan 24, 2020",$2.9M,1h 56m,Roadside Attractions,"SSS Entertainment, Foresight Unlimited, Provocator, Lightbox Pictures"
2020/1/24,18,Ford v. Ferrari,"$1,164,979","$114,695,854","History, Drama, Biography",English,James Mangold,"Nov 15, 2019",$117.6M,2h 32m,20th Century Fox,"Chernin Entertainment, 20th Century Fox"
2020/1/24,19,Weathering With You,"$1,007,918","$6,867,563","Drama, Fantasy, Anime",Japanese,Makoto Shinkai,"Jan 15, 2020",$7.8M,1h 51m,GKIDS,"Kadokawa, Beijing Enlight Pictures, CoMix Wave Films, China Film Group Corporation, Toho Animation"
2020/1/24,20,Uncut Gems,"$970,998","$47,949,353","Mystery & thriller, Comedy",English,"Benny Safdie, Josh Safdie","Dec 25, 2019",$50.0M,2h 15m,A24,"Elara Pictures, Sikelia Productions, Scott Rudin Productions"
2020/1/31,1,Bad Boys For Life,"$23,945,676","$154,322,207","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/1/31,2,1917,"$13,956,520","$123,542,909","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/1/31,3,Dolittle,"$9,781,165","$57,299,985","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/1/31,4,The Gentlemen,"$8,240,892","$22,671,981","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/1/31,5,Gretel & Hansel,"$8,024,240","$8,024,240","Horror, Fantasy",English,Oz Perkins,"Jan 31, 2020",$15.3M,1h 27m,Orion Pictures,Automatic Pictures
2020/1/31,6,Jumanji: The Next Level,"$7,713,258","$292,930,411","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/1/31,7,Little Women,"$4,592,511","$100,348,143","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/1/31,8,Star Wars: The Rise of Skywalker,"$4,458,457","$508,321,478","Sci-fi, Adventure, Action, Fantasy",English,J.J. Abrams,"Dec 20, 2019",$515.2M,2h 22m,Walt Disney,"Lucasfilm Ltd., Bad Robot"
2020/1/31,9,The Turning,"$3,955,890","$12,611,330",Drama,English,"Jonathan auf der Heide, Tony Ayres, Robert Connolly, Jub Clerc",,,3h 0m,,"Arenamedia, Screen Australia"
2020/1/31,10,The Rhythm Section,"$3,892,991","$3,892,991","Action, Mystery & thriller",English,Reed Morano,"Jan 31, 2020",$4.9M,1h 49m,Paramount Pictures,"Eon Productions Ltd., IM Global"
2020/1/31,11,Knives Out,"$3,606,886","$156,591,650","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/1/31,12,Just Mercy,"$3,208,703","$31,850,112",Drama,English,Destin Daniel Cretton,"Jan 10, 2020",$36.0M,2h 16m,Warner Bros. Pictures,Netter Productions
2020/1/31,13,Frozen II,"$2,296,304","$472,933,674","Kids & family, Musical, Comedy, Adventure, Animation",English,"Chris Buck, Jennifer Lee","Nov 22, 2019",$477.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Walt Disney Animation"
2020/1/31,14,Parasite,"$2,203,002","$33,972,278","Horror, Sci-fi",English,,,,1h 30m,,
2020/1/31,15,Jojo Rabbit,"$2,118,539","$28,746,950","Comedy, Drama",English,Taika Waititi,"Nov 8, 2019",$33.4M,1h 48m,Fox Searchlight,Unison Films
2020/1/31,16,2020 Oscar Shorts,"$1,830,444","$1,830,444",Drama,English,,,,,,
2020/1/31,17,Spies in Disguise,"$1,505,541","$63,915,667","Kids & family, Comedy, Adventure, Action, Animation",English,"Troy Quane, Nick Bruno","Dec 25, 2019",$66.7M,1h 42m,20th Century Fox,"Twentieth Century Fox Animation, Chernin Entertainment, Blue Sky Studios"
2020/1/31,18,Ford v. Ferrari,"$1,000,838","$115,696,692","History, Drama, Biography",English,James Mangold,"Nov 15, 2019",$117.6M,2h 32m,20th Century Fox,"Chernin Entertainment, 20th Century Fox"
2020/1/31,19,The Last Full Measure,"$754,482","$2,319,925","War, Drama",English,Todd Robinson,"Jan 24, 2020",$2.9M,1h 56m,Roadside Attractions,"SSS Entertainment, Foresight Unlimited, Provocator, Lightbox Pictures"
2020/1/31,20,Like a Boss,"$707,427","$21,763,873",Comedy,English,Miguel Arteta,"Jan 10, 2020",$22.1M,1h 23m,Paramount Pictures,Artists First
2020/2/7,1,Birds of Prey (And the Fantabulous Emancipation…,"$42,158,302","$42,158,302","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/2/7,2,Bad Boys For Life,"$15,700,099","$170,022,306","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/2/7,3,1917,"$12,782,075","$136,324,984","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/2/7,4,Dolittle,"$8,151,530","$65,451,515","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/2/7,5,Jumanji: The Next Level,"$7,085,875","$300,016,286","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/2/7,6,The Gentlemen,"$5,852,082","$28,524,063","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/2/7,7,Gretel & Hansel,"$4,657,677","$12,681,917","Horror, Fantasy",English,Oz Perkins,"Jan 31, 2020",$15.3M,1h 27m,Orion Pictures,Automatic Pictures
2020/2/7,8,Parasite,"$3,715,266","$37,687,544","Horror, Sci-fi",English,,,,1h 30m,,
2020/2/7,9,Little Women,"$3,454,863","$103,803,006","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/2/7,10,Star Wars: The Rise of Skywalker,"$3,164,885","$511,486,363","Sci-fi, Adventure, Action, Fantasy",English,J.J. Abrams,"Dec 20, 2019",$515.2M,2h 22m,Walt Disney,"Lucasfilm Ltd., Bad Robot"
2020/2/7,11,Knives Out,"$3,119,367","$159,711,017","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/2/7,12,Just Mercy,"$2,130,054","$33,980,166",Drama,English,Destin Daniel Cretton,"Jan 10, 2020",$36.0M,2h 16m,Warner Bros. Pictures,Netter Productions
2020/2/7,13,Jojo Rabbit,"$2,108,358","$30,855,308","Comedy, Drama",English,Taika Waititi,"Nov 8, 2019",$33.4M,1h 48m,Fox Searchlight,Unison Films
2020/2/7,14,The Turning,"$1,915,235","$14,526,565",Drama,English,"Jonathan auf der Heide, Tony Ayres, Robert Connolly, Jub Clerc",,,3h 0m,,"Arenamedia, Screen Australia"
2020/2/7,15,Frozen II,"$1,754,029","$474,687,703","Kids & family, Musical, Comedy, Adventure, Animation",English,"Chris Buck, Jennifer Lee","Nov 22, 2019",$477.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Walt Disney Animation"
2020/2/7,16,The Rhythm Section,"$1,504,516","$5,397,507","Action, Mystery & thriller",English,Reed Morano,"Jan 31, 2020",$4.9M,1h 49m,Paramount Pictures,"Eon Productions Ltd., IM Global"
2020/2/7,17,Spies in Disguise,"$1,226,737","$65,142,404","Kids & family, Comedy, Adventure, Action, Animation",English,"Troy Quane, Nick Bruno","Dec 25, 2019",$66.7M,1h 42m,20th Century Fox,"Twentieth Century Fox Animation, Chernin Entertainment, Blue Sky Studios"
2020/2/7,18,2020 Oscar Shorts,"$1,122,305","$2,952,749",Drama,English,,,,,,
2020/2/7,19,Uncut Gems,"$1,013,340","$49,598,853","Mystery & thriller, Comedy",English,"Benny Safdie, Josh Safdie","Dec 25, 2019",$50.0M,2h 15m,A24,"Elara Pictures, Sikelia Productions, Scott Rudin Productions"
2020/2/7,20,Ford v. Ferrari,"$936,826","$116,633,518","History, Drama, Biography",English,James Mangold,"Nov 15, 2019",$117.6M,2h 32m,20th Century Fox,"Chernin Entertainment, 20th Century Fox"
2020/2/14,1,Sonic The Hedgehog,"$80,301,671","$80,301,671","Kids & family, Comedy, Adventure, Fantasy",English,Jeff Fowler,,,1h 40m,,"Original Film, Paramount Pictures"
2020/2/14,2,Birds of Prey (And the Fantabulous Emancipation…,"$23,365,713","$65,524,015","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/2/14,3,Fantasy Island,"$15,987,070","$15,987,070",Adventure,English,Richard Lang,,,1h 40m,,Columbia Pictures Television
2020/2/14,4,Bad Boys For Life,"$15,293,339","$185,315,645","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/2/14,5,The Photograph,"$14,844,640","$14,844,640",Drama,Indonesian,Nan Triveni Achnas,,,1h 34m,,"Centre national de la Cinématographie, Ministère des Affaires étrangères et du Développement International"
2020/2/14,6,1917,"$11,262,485","$147,587,469","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/2/14,7,Parasite,"$8,133,945","$45,821,489","Horror, Sci-fi",English,,,,1h 30m,,
2020/2/14,8,Jumanji: The Next Level,"$7,948,137","$307,964,423","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/2/14,9,Dolittle,"$7,192,775","$72,644,290","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/2/14,10,Downhill,"$5,972,260","$5,972,260","Comedy, Drama",English,James Rouse,,,1h 38m,,
2020/2/14,11,The Gentlemen,"$3,873,279","$32,397,342","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/2/14,12,Knives Out,"$2,928,170","$162,639,187","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/2/14,13,Little Women,"$2,439,265","$106,242,271","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/2/14,14,Star Wars: The Rise of Skywalker,"$2,077,009","$513,563,372","Sci-fi, Adventure, Action, Fantasy",English,J.J. Abrams,"Dec 20, 2019",$515.2M,2h 22m,Walt Disney,"Lucasfilm Ltd., Bad Robot"
2020/2/14,15,Gretel & Hansel,"$2,050,653","$14,732,570","Horror, Fantasy",English,Oz Perkins,"Jan 31, 2020",$15.3M,1h 27m,Orion Pictures,Automatic Pictures
2020/2/14,16,Jojo Rabbit,"$1,407,296","$32,262,604","Comedy, Drama",English,Taika Waititi,"Nov 8, 2019",$33.4M,1h 48m,Fox Searchlight,Unison Films
2020/2/14,17,Frozen II,"$1,388,650","$476,076,353","Kids & family, Musical, Comedy, Adventure, Animation",English,"Chris Buck, Jennifer Lee","Nov 22, 2019",$477.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Walt Disney Animation"
2020/2/14,18,Just Mercy,"$1,161,474","$35,141,640",Drama,English,Destin Daniel Cretton,"Jan 10, 2020",$36.0M,2h 16m,Warner Bros. Pictures,Netter Productions
2020/2/14,19,Spies in Disguise,"$827,255","$65,969,659","Kids & family, Comedy, Adventure, Action, Animation",English,"Troy Quane, Nick Bruno","Dec 25, 2019",$66.7M,1h 42m,20th Century Fox,"Twentieth Century Fox Animation, Chernin Entertainment, Blue Sky Studios"
2020/2/14,20,The Turning,"$691,670","$15,218,235",Drama,English,"Jonathan auf der Heide, Tony Ayres, Robert Connolly, Jub Clerc",,,3h 0m,,"Arenamedia, Screen Australia"
2020/2/21,1,The Call of the Wild,"$32,804,038","$32,804,038",Action,,D.W. Griffith,,,16m,,American Mutoscope & Biograph
2020/2/21,2,Sonic The Hedgehog,"$31,991,981","$112,293,652","Kids & family, Comedy, Adventure, Fantasy",English,Jeff Fowler,,,1h 40m,,"Original Film, Paramount Pictures"
2020/2/21,3,Birds of Prey (And the Fantabulous Emancipation…,"$9,223,724","$74,747,739","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/2/21,4,Bad Boys For Life,"$7,752,740","$193,068,385","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/2/21,5,Brahms: The Boy II,"$7,147,619","$7,147,619","Horror, Mystery & thriller",English,William Brent Bell,"Feb 21, 2020",$12.6M,1h 26m,STX Films,"STX Entertainment, Vertigo Entertainment, Lakeshore Entertainment"
2020/2/21,6,Fantasy Island,"$5,742,583","$21,729,653",Adventure,English,Richard Lang,,,1h 40m,,Columbia Pictures Television
2020/2/21,7,1917,"$5,609,600","$153,197,069","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/2/21,8,Parasite,"$4,225,522","$50,047,011","Horror, Sci-fi",English,,,,1h 30m,,
2020/2/21,9,The Photograph,"$3,733,115","$18,577,755",Drama,Indonesian,Nan Triveni Achnas,,,1h 34m,,"Centre national de la Cinématographie, Ministère des Affaires étrangères et du Développement International"
2020/2/21,10,Jumanji: The Next Level,"$3,641,487","$311,605,910","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/2/21,11,My Hero Academia: Heroes: Rising,"$3,403,332","$3,403,332","Action, Adventure, Anime",Japanese,Kenji Nagasaki,"Feb 26, 2020",$13.3M,1h 44m,Funimation,Bones
2020/2/21,12,Impractical Jokers: The Movie,"$3,077,091","$3,077,091",Comedy,English,Chris Henchy,"Feb 28, 2020",$10.2M,1h 33m,truTV,"Funny or Die, truTV"
2020/2/21,13,Dolittle,"$2,355,765","$75,000,055","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/2/21,14,Downhill,"$1,981,500","$7,953,760","Comedy, Drama",English,James Rouse,,,1h 38m,,
2020/2/21,15,My Boyfriend’s Meds,"$1,737,426","$1,737,426",Comedy,Spanish,Diego Kaplan,"Feb 21, 2020",$3.0M,1h 40m,"Lionsgate Films, Pantelion Films","Lionsgate, Traziende Films, Fuego Films"
2020/2/21,16,The Gentlemen,"$1,679,129","$34,076,471","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/2/21,17,Knives Out,"$1,386,056","$164,025,243","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/2/21,18,Portrait of a Lady on Fire,"$988,174","$1,723,288","History, Drama, Lgbtq+",French (France),Céline Sciamma,"Dec 6, 2019",$3.8M,2h 1m,Neon,"Lilies Films, Hold Up Films, arte France Cinéma"
2020/2/21,19,Little Women,"$987,875","$107,230,146","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/2/21,20,The Lodge,"$888,216","$1,184,498","Horror, Mystery & thriller",English,"Veronika Franz, Severin Fiala","Feb 7, 2020",$2.1M,1h 48m,Neon,"Hammer Films, FilmNation"
2020/2/28,1,The Invisible Man,"$37,543,570","$37,543,570",Sci-fi,English,Robert Lewis,,,1h 14m,,
2020/2/28,2,Sonic The Hedgehog,"$20,524,500","$132,818,152","Kids & family, Comedy, Adventure, Fantasy",English,Jeff Fowler,,,1h 40m,,"Original Film, Paramount Pictures"
2020/2/28,3,The Call of the Wild,"$17,679,700","$50,483,738",Action,,D.W. Griffith,,,16m,,American Mutoscope & Biograph
2020/2/28,4,My Hero Academia: Heroes: Rising,"$7,792,075","$11,195,407","Action, Adventure, Anime",Japanese,Kenji Nagasaki,"Feb 26, 2020",$13.3M,1h 44m,Funimation,Bones
2020/2/28,5,Bad Boys For Life,"$5,909,718","$198,978,103","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/2/28,6,Birds of Prey (And the Fantabulous Emancipation…,"$5,652,843","$80,400,582","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/2/28,7,Impractical Jokers: The Movie,"$4,550,000","$7,627,091",Comedy,English,Chris Henchy,"Feb 28, 2020",$10.2M,1h 33m,truTV,"Funny or Die, truTV"
2020/2/28,8,1917,"$3,727,025","$156,924,094","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/2/28,9,Brahms: The Boy II,"$3,384,235","$10,531,854","Horror, Mystery & thriller",English,William Brent Bell,"Feb 21, 2020",$12.6M,1h 26m,STX Films,"STX Entertainment, Vertigo Entertainment, Lakeshore Entertainment"
2020/2/28,10,Fantasy Island,"$3,201,244","$24,930,897",Adventure,English,Richard Lang,,,1h 40m,,Columbia Pictures Television
2020/2/28,11,Jumanji: The Next Level,"$2,925,684","$314,531,594","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/2/28,12,Parasite,"$2,126,439","$52,173,450","Horror, Sci-fi",English,,,,1h 30m,,
2020/2/28,13,Emma.,"$1,590,615","$1,892,065","Romance, Drama",English (United Kingdom),Autumn de Wilde,"Mar 6, 2020",$9.9M,2h 5m,Focus Features,"Working Title Films, Perfect World Pictures, Blueprint Pictures"
2020/2/28,14,The Gentlemen,"$1,567,713","$35,644,184","Crime, Drama, Comedy",English,Guy Ritchie,"Jan 24, 2020",$36.5M,1h 53m,STX Films,Toff Guy
2020/2/28,15,Dolittle,"$1,475,475","$76,475,530","Kids & family, Fantasy, Adventure, Comedy",English,Stephen Gaghan,"Jan 17, 2020",$77.0M,1h 40m,Universal Pictures,"Perfect World Pictures, Universal Pictures, Team Downey"
2020/2/28,16,The Photograph,"$1,436,295","$20,014,050",Drama,Indonesian,Nan Triveni Achnas,,,1h 34m,,"Centre national de la Cinématographie, Ministère des Affaires étrangères et du Développement International"
2020/2/28,17,Portrait of a Lady on Fire,"$1,098,993","$2,822,281","History, Drama, Lgbtq+",French (France),Céline Sciamma,"Dec 6, 2019",$3.8M,2h 1m,Neon,"Lilies Films, Hold Up Films, arte France Cinéma"
2020/2/28,18,Knives Out,"$837,202","$164,862,445","Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Nov 27, 2019",$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital"
2020/2/28,19,My Boyfriend’s Meds,"$810,979","$2,548,405",Comedy,Spanish,Diego Kaplan,"Feb 21, 2020",$3.0M,1h 40m,"Lionsgate Films, Pantelion Films","Lionsgate, Traziende Films, Fuego Films"
2020/2/28,20,Little Women,"$576,939","$107,807,085","Drama, Musical",English,William Corrigan,,,1h 10m,,CBS
2020/3/6,1,Onward,"$49,758,687","$49,758,687","Kids & family, Comedy, Adventure, Fantasy, Animation",English,Dan Scanlon,"Mar 6, 2020",$60.4M,1h 43m,Walt Disney,"Walt Disney Pictures, Pixar Animation Studios"
2020/3/6,2,The Invisible Man,"$20,876,115","$58,419,685",Sci-fi,English,Robert Lewis,,,1h 14m,,
2020/3/6,3,The Way Back,"$11,020,873","$11,020,873",Drama,English,Peter Weir,"Jan 21, 2011",$2.7M,2h 13m,Newmarket Film Group,Exclusive Films
2020/3/6,4,Sonic The Hedgehog,"$10,413,176","$143,231,328","Kids & family, Comedy, Adventure, Fantasy",English,Jeff Fowler,,,1h 40m,,"Original Film, Paramount Pictures"
2020/3/6,5,The Call of the Wild,"$9,382,173","$59,865,911",Action,,D.W. Griffith,,,16m,,American Mutoscope & Biograph
2020/3/6,6,Emma.,"$6,743,910","$8,635,975","Romance, Drama",English (United Kingdom),Autumn de Wilde,"Mar 6, 2020",$9.9M,2h 5m,Focus Features,"Working Title Films, Perfect World Pictures, Blueprint Pictures"
2020/3/6,7,Bad Boys For Life,"$4,214,298","$203,192,401","Action, Comedy",English,"Adil El Arbi, Bilall Fallah","Jan 17, 2020",$204.3M,2h 4m,"Columbia Pictures, Sony Pictures Entertainment","2.0 Entertainment, Jerry Bruckheimer Films, Columbia Pictures"
2020/3/6,8,Birds of Prey (And the Fantabulous Emancipation…,"$3,107,975","$83,508,557","Action, Comedy",English,Cathy Yan,"Feb 7, 2020",$84.1M,1h 49m,Warner Bros. Pictures,"DC Entertainment, Clubhouse Pictures (II), Kroll & Co. Entertainment"
2020/3/6,9,Impractical Jokers: The Movie,"$2,419,000","$10,046,091",Comedy,English,Chris Henchy,"Feb 28, 2020",$10.2M,1h 33m,truTV,"Funny or Die, truTV"
2020/3/6,10,My Hero Academia: Heroes: Rising,"$2,358,419","$13,553,826","Action, Adventure, Anime",Japanese,Kenji Nagasaki,"Feb 26, 2020",$13.3M,1h 44m,Funimation,Bones
2020/3/6,11,1917,"$1,922,935","$158,847,029","War, History, Drama",English,Sam Mendes,"Jan 10, 2020",$159.2M,1h 59m,Universal Pictures,"Neal Street Productions, Amblin Entertainment"
2020/3/6,12,Jumanji: The Next Level,"$1,830,810","$316,362,404","Adventure, Action, Comedy, Fantasy",English,Jake Kasdan,"Dec 13, 2019",$316.8M,2h 3m,"Columbia Pictures, Sony Pictures Entertainment","Matt Tolmach Productions, The Detective Agency, Seven Bucks Productions"
2020/3/6,13,Brahms: The Boy II,"$1,696,949","$12,228,803","Horror, Mystery & thriller",English,William Brent Bell,"Feb 21, 2020",$12.6M,1h 26m,STX Films,"STX Entertainment, Vertigo Entertainment, Lakeshore Entertainment"
